City,Edition,Sport,Discipline,Athlete,Gender,Event,Medal
Athens,1896,Aquatics,Swimming,"HAJOS, Alfred",Men,100m freestyle,Gold
Athens,1896,Aquatics,Swimming,"HERSCHMANN, Otto",Men,100m freestyle,Silver
Athens,1896,Aquatics,Swimming,"DRIVAS, Dimitrios",Men,100m freestyle for sailors,Bronze
Athens,1896,Aquatics,Swimming,"MALOKINIS, Ioannis",Men,100m freestyle for sailors,Gold
Athens,1896,Aquatics,Swimming,"CHASAPIS, Spiridon",Men,100m freestyle for sailors,Silver
Athens,1896,Aquatics,Swimming,"CHOROPHAS, Efstathios",Men,1200m freestyle,Bronze
Athens,1896,Aquatics,Swimming,"HAJOS, Alfred",Men,1200m freestyle,Gold
Athens,1896,Aquatics,Swimming,"ANDREOU, Joannis",Men,1200m freestyle,Silver
Athens,1896,Aquatics,Swimming,"CHOROPHAS, Efstathios",Men,400m freestyle,Bronze
Athens,1896,Aquatics,Swimming,"NEUMANN, Paul",Men,400m freestyle,Gold
Athens,1896,Aquatics,Swimming,"PEPANOS, Antonios",Men,400m freestyle,Silver
Athens,1896,Athletics,Athletics,"LANE, Francis",Men,100m,Bronze
Athens,1896,Athletics,Athletics,"SZOKOLYI, Alajos",Men,100m,Bronze
Athens,1896,Athletics,Athletics,"BURKE, Thomas",Men,100m,Gold
Athens,1896,Athletics,Athletics,"HOFMANN, Fritz",Men,100m,Silver
Athens,1896,Athletics,Athletics,"CURTIS, Thomas",Men,110m hurdles,Gold
Athens,1896,Athletics,Athletics,"GOULDING, Grantley",Men,110m hurdles,Silver
Athens,1896,Athletics,Athletics,"LERMUSIAUX, Albin",Men,1500m,Bronze
Athens,1896,Athletics,Athletics,"FLACK, Edwin",Men,1500m,Gold
Athens,1896,Athletics,Athletics,"BLAKE, Arthur",Men,1500m,Silver
Athens,1896,Athletics,Athletics,"GMELIN, Charles",Men,400m,Bronze
Athens,1896,Athletics,Athletics,"BURKE, Thomas",Men,400m,Gold
Athens,1896,Athletics,Athletics,"JAMISON, Herbert",Men,400m,Silver
Athens,1896,Athletics,Athletics,"GOLEMIS, Dimitrios",Men,800m,Bronze
Athens,1896,Athletics,Athletics,"FLACK, Edwin",Men,800m,Gold
Athens,1896,Athletics,Athletics,"DANI, Nandor",Men,800m,Silver
Athens,1896,Athletics,Athletics,"VERSIS, Sotirios",Men,discus throw,Bronze
Athens,1896,Athletics,Athletics,"GARRETT, Robert",Men,discus throw,Gold
Athens,1896,Athletics,Athletics,"PARASKEVOPOULOS, Panagiotis",Men,discus throw,Silver
Athens,1896,Athletics,Athletics,"CLARK, Ellery",Men,high jump,Gold
Athens,1896,Athletics,Athletics,"CONNOLLY, James",Men,high jump,Silver
Athens,1896,Athletics,Athletics,"GARRETT, Robert",Men,high jump,Silver
Athens,1896,Athletics,Athletics,"CONNOLLY, James",Men,long jump,Bronze
Athens,1896,Athletics,Athletics,"CLARK, Ellery",Men,long jump,Gold
Athens,1896,Athletics,Athletics,"GARRETT, Robert",Men,long jump,Silver
Athens,1896,Athletics,Athletics,"KELLNER, Gyula",Men,marathon,Bronze
Athens,1896,Athletics,Athletics,"LOUIS, Spyridon",Men,marathon,Gold
Athens,1896,Athletics,Athletics,"VASILAKOS, Kharilaos",Men,marathon,Silver
Athens,1896,Athletics,Athletics,"DAMASKOS, Evangelos",Men,pole vault,Bronze
Athens,1896,Athletics,Athletics,"THEODOROPOULOS, Ioannis",Men,pole vault,Bronze
Athens,1896,Athletics,Athletics,"HOYT, William Welles",Men,pole vault,Gold
Athens,1896,Athletics,Athletics,"TYLER, Albert",Men,pole vault,Silver
Athens,1896,Athletics,Athletics,"PAPASIDERIS, Georgios",Men,shot put,Bronze
Athens,1896,Athletics,Athletics,"GARRETT, Robert",Men,shot put,Gold
Athens,1896,Athletics,Athletics,"GOUSKOS, Miltiadis",Men,shot put,Silver
Athens,1896,Athletics,Athletics,"PERSAKIS, Ioannis",Men,triple jump,Bronze
Athens,1896,Athletics,Athletics,"CONNOLLY, James",Men,triple jump,Gold
Athens,1896,Athletics,Athletics,"TUFFERI, Alexandre",Men,triple jump,Silver
Athens,1896,Cycling,Cycling Road,"BATTEL, Edward",Men,individual road race,Bronze
Athens,1896,Cycling,Cycling Road,"KONSTANTINIDIS, Aristidis",Men,individual road race,Gold
Athens,1896,Cycling,Cycling Road,"GOEDRICH, August",Men,individual road race,Silver
Athens,1896,Cycling,Cycling Track,"FLAMENG, Léon",Men,100km,Gold
Athens,1896,Cycling,Cycling Track,"KOLETTIS, Georgios",Men,100km,Silver
Athens,1896,Cycling,Cycling Track,"SCHMAL, Adolf",Men,10km,Bronze
Athens,1896,Cycling,Cycling Track,"MASSON, Paul",Men,10km,Gold
Athens,1896,Cycling,Cycling Track,"FLAMENG, Léon",Men,10km,Silver
Athens,1896,Cycling,Cycling Track,"SCHMAL, Adolf",Men,12-hour race,Gold
Athens,1896,Cycling,Cycling Track,"KEEPING, Frank",Men,12-hour race,Silver
Athens,1896,Cycling,Cycling Track,"SCHMAL, Adolf",Men,1km time trial,Bronze
Athens,1896,Cycling,Cycling Track,"MASSON, Paul",Men,1km time trial,Gold
Athens,1896,Cycling,Cycling Track,"NIKOLOPOULOS, Stamatios",Men,1km time trial,Silver
Athens,1896,Cycling,Cycling Track,"FLAMENG, Léon",Men,Sprint indivual,Bronze
Athens,1896,Cycling,Cycling Track,"MASSON, Paul",Men,Sprint indivual,Gold
Athens,1896,Cycling,Cycling Track,"NIKOLOPOULOS, Stamatios",Men,Sprint indivual,Silver
Athens,1896,Fencing,Fencing,"PIERRAKOS-MAVROMICHALIS, Perikles",Men,foil individual,Bronze
Athens,1896,Fencing,Fencing,"GRAVELOTTE, Eugène-Henri",Men,foil individual,Gold
Athens,1896,Fencing,Fencing,"CALLOT, Henri",Men,foil individual,Silver
Athens,1896,Fencing,Fencing,"PYRGOS, Leonidas",Men,"foil, masters",Gold
Athens,1896,Fencing,Fencing,"PERRONNET, Maurice",Men,"foil, masters",Silver
Athens,1896,Fencing,Fencing,"NIELSEN, Holger",Men,sabre individual,Bronze
Athens,1896,Fencing,Fencing,"GEORGIADIS, Ioannis",Men,sabre individual,Gold
Athens,1896,Fencing,Fencing,"KARAKALOS, Telemachos",Men,sabre individual,Silver
Athens,1896,Gymnastics,Artistic G.,"WEINGÄRTNER, Hermann",Men,horizontal bar,Gold
Athens,1896,Gymnastics,Artistic G.,"FLATOW, Alfred",Men,horizontal bar,Silver
Athens,1896,Gymnastics,Artistic G.,"FLATOW, Alfred",Men,parallel bars,Gold
Athens,1896,Gymnastics,Artistic G.,"ZUTTER, Louis",Men,parallel bars,Silver
Athens,1896,Gymnastics,Artistic G.,"ZUTTER, Louis",Men,pommel horse,Gold
Athens,1896,Gymnastics,Artistic G.,"WEINGÄRTNER, Hermann",Men,pommel horse,Silver
Athens,1896,Gymnastics,Artistic G.,"PERSAKIS, Petros",Men,rings,Bronze
Athens,1896,Gymnastics,Artistic G.,"MITROPOULOS, Ioannis",Men,rings,Gold
Athens,1896,Gymnastics,Artistic G.,"WEINGÄRTNER, Hermann",Men,rings,Silver
Athens,1896,Gymnastics,Artistic G.,"HOFMANN, Fritz",Men,rope climbing,Bronze
Athens,1896,Gymnastics,Artistic G.,"ANDRIAKOPOULOS, Nicolaos",Men,rope climbing,Gold
Athens,1896,Gymnastics,Artistic G.,"XENAKIS, Thomasios",Men,rope climbing,Silver
Athens,1896,Gymnastics,Artistic G.,"BÖCKER, Konrad",Men,"team, horizontal bar",Gold
Athens,1896,Gymnastics,Artistic G.,"FLATOW, Alfred",Men,"team, horizontal bar",Gold
Athens,1896,Gymnastics,Artistic G.,"FLATOW, Gustav Felix",Men,"team, horizontal bar",Gold
Athens,1896,Gymnastics,Artistic G.,"HILMAR, Georg",Men,"team, horizontal bar",Gold
Athens,1896,Gymnastics,Artistic G.,"HOFMANN, Fritz",Men,"team, horizontal bar",Gold
Athens,1896,Gymnastics,Artistic G.,"MANTEUFFEL, Fritz",Men,"team, horizontal bar",Gold
Athens,1896,Gymnastics,Artistic G.,"NEUKIRCH, Karl",Men,"team, horizontal bar",Gold
Athens,1896,Gymnastics,Artistic G.,"RÖSTEL, Richard",Men,"team, horizontal bar",Gold
Athens,1896,Gymnastics,Artistic G.,"SCHUFT, Gustav",Men,"team, horizontal bar",Gold
Athens,1896,Gymnastics,Artistic G.,"SCHUMANN, Carl",Men,"team, horizontal bar",Gold
Athens,1896,Gymnastics,Artistic G.,"WEINGÄRTNER, Hermann",Men,"team, horizontal bar",Gold
Athens,1896,Gymnastics,Artistic G.,"CHRYSAPHIS, Ioannis",Men,"team, parallel bars",Bronze
Athens,1896,Gymnastics,Artistic G.,"KARVELAS, Phillippos",Men,"team, parallel bars",Bronze
Athens,1896,Gymnastics,Artistic G.,"LOUNDRAS, Dimitrios",Men,"team, parallel bars",Bronze
Athens,1896,Gymnastics,Artistic G.,"MITROPOULOS, Ioannis",Men,"team, parallel bars",Bronze
Athens,1896,Gymnastics,Artistic G.,"BÖCKER, Konrad",Men,"team, parallel bars",Gold
Athens,1896,Gymnastics,Artistic G.,"FLATOW, Alfred",Men,"team, parallel bars",Gold
Athens,1896,Gymnastics,Artistic G.,"FLATOW, Gustav Felix",Men,"team, parallel bars",Gold
Athens,1896,Gymnastics,Artistic G.,"HILMAR, Georg",Men,"team, parallel bars",Gold
Athens,1896,Gymnastics,Artistic G.,"HOFMANN, Fritz",Men,"team, parallel bars",Gold
Athens,1896,Gymnastics,Artistic G.,"MANTEUFFEL, Fritz",Men,"team, parallel bars",Gold
Athens,1896,Gymnastics,Artistic G.,"NEUKIRCH, Karl",Men,"team, parallel bars",Gold
Athens,1896,Gymnastics,Artistic G.,"RÖSTEL, Richard",Men,"team, parallel bars",Gold
Athens,1896,Gymnastics,Artistic G.,"SCHUFT, Gustav",Men,"team, parallel bars",Gold
Athens,1896,Gymnastics,Artistic G.,"SCHUMANN, Carl",Men,"team, parallel bars",Gold
Athens,1896,Gymnastics,Artistic G.,"WEINGÄRTNER, Hermann",Men,"team, parallel bars",Gold
Athens,1896,Gymnastics,Artistic G.,"ANDRIAKOPOULOS, Nicolaos",Men,"team, parallel bars",Silver
Athens,1896,Gymnastics,Artistic G.,"ATHANASOPOULOS, Spyros",Men,"team, parallel bars",Silver
Athens,1896,Gymnastics,Artistic G.,"PERSAKIS, Petros",Men,"team, parallel bars",Silver
Athens,1896,Gymnastics,Artistic G.,"XENAKIS, Thomasios",Men,"team, parallel bars",Silver
Athens,1896,Gymnastics,Artistic G.,"WEINGÄRTNER, Hermann",Men,vault,Bronze
Athens,1896,Gymnastics,Artistic G.,"SCHUMANN, Carl",Men,vault,Gold
Athens,1896,Gymnastics,Artistic G.,"ZUTTER, Louis",Men,vault,Silver
Athens,1896,Shooting,Shooting,"MORAKIS, Nikolaos",Men,25m army pistol,Bronze
Athens,1896,Shooting,Shooting,"PAINE, John",Men,25m army pistol,Gold
Athens,1896,Shooting,Shooting,"PAINE, Sumner",Men,25m army pistol,Silver
Athens,1896,Shooting,Shooting,"NIELSEN, Holger",Men,25m rapid fire pistol (60 shots),Bronze
Athens,1896,Shooting,Shooting,"PHRANGOUDIS, Joannis",Men,25m rapid fire pistol (60 shots),Gold
Athens,1896,Shooting,Shooting,"ORPHANIDIS, Georgios",Men,25m rapid fire pistol (60 shots),Silver
Athens,1896,Shooting,Shooting,"PHRANGOUDIS, Joannis",Men,50m pistol (60 shots),Bronze
Athens,1896,Shooting,Shooting,"PAINE, Sumner",Men,50m pistol (60 shots),Gold
Athens,1896,Shooting,Shooting,"NIELSEN, Holger",Men,50m pistol (60 shots),Silver
Athens,1896,Shooting,Shooting,"TRIKUPIS, Nicolaos",Men,"army rifle, 200m",Bronze
Athens,1896,Shooting,Shooting,"KARASEVDAS, Pantelis",Men,"army rifle, 200m",Gold
Athens,1896,Shooting,Shooting,"PAVLIDIS, Pavlos",Men,"army rifle, 200m",Silver
Athens,1896,Shooting,Shooting,"JENSEN, Viggo",Men,"army rifle, 300m",Bronze
Athens,1896,Shooting,Shooting,"ORPHANIDIS, Georgios",Men,"army rifle, 300m",Gold
Athens,1896,Shooting,Shooting,"PHRANGOUDIS, Joannis",Men,"army rifle, 300m",Silver
Athens,1896,Tennis,Tennis,"FLACK, Edwin",Men,doubles,Bronze
Athens,1896,Tennis,Tennis,"ROBERTSON, George Stuart",Men,doubles,Bronze
Athens,1896,Tennis,Tennis,"BOLAND, John",Men,doubles,Gold
Athens,1896,Tennis,Tennis,"TRAUN, Friedrich",Men,doubles,Gold
Athens,1896,Tennis,Tennis,"KASDAGLIS, Dionysios",Men,doubles,Silver
Athens,1896,Tennis,Tennis,"PETROKOKKINOS, Demetrios",Men,doubles,Silver
Athens,1896,Tennis,Tennis,"PASPATIS, Konstantinos",Men,singles,Bronze
Athens,1896,Tennis,Tennis,"TAPAVICZA, Momcsillo",Men,singles,Bronze
Athens,1896,Tennis,Tennis,"BOLAND, John",Men,singles,Gold
Athens,1896,Tennis,Tennis,"KASDAGLIS, Dionysios",Men,singles,Silver
Athens,1896,Weightlifting,Weightlifting,"NIKOLOPOULOS, Alexandros",Men,heavyweight - one hand lift,Bronze
Athens,1896,Weightlifting,Weightlifting,"ELLIOTT, Launceston",Men,heavyweight - one hand lift,Gold
Athens,1896,Weightlifting,Weightlifting,"JENSEN, Viggo",Men,heavyweight - one hand lift,Silver
Athens,1896,Weightlifting,Weightlifting,"VERSIS, Sotirios",Men,heavyweight - two hand lift,Bronze
Athens,1896,Weightlifting,Weightlifting,"JENSEN, Viggo",Men,heavyweight - two hand lift,Gold
Athens,1896,Weightlifting,Weightlifting,"ELLIOTT, Launceston",Men,heavyweight - two hand lift,Silver
Athens,1896,Wrestling,Wrestling Gre-R,"CHRISTOPOULOS, Stephanos",Men,open event,Bronze
Athens,1896,Wrestling,Wrestling Gre-R,"SCHUMANN, Carl",Men,open event,Gold
Athens,1896,Wrestling,Wrestling Gre-R,"TSITAS, Georgios",Men,open event,Silver
Paris,1900,Aquatics,Swimming,"HALMAY, Zoltan",Men,1500m freestyle,Bronze
Paris,1900,Aquatics,Swimming,"JARVIS, John Arthur",Men,1500m freestyle,Gold
Paris,1900,Aquatics,Swimming,"WAHLE, Otto",Men,1500m freestyle,Silver
Paris,1900,Aquatics,Swimming,"DROST, Johannes",Men,200m backstroke,Bronze
Paris,1900,Aquatics,Swimming,"HOPPENBERG, Ernst",Men,200m backstroke,Gold
Paris,1900,Aquatics,Swimming,"RUBERL, Karl",Men,200m backstroke,Silver
Paris,1900,Aquatics,Swimming,"RUBERL, Karl",Men,200m freestyle,Bronze
Paris,1900,Aquatics,Swimming,"LANE, Frederick C.V.",Men,200m freestyle,Gold
Paris,1900,Aquatics,Swimming,"HALMAY, Zoltan",Men,200m freestyle,Silver
Paris,1900,Aquatics,Swimming,"KEMP, Peter",Men,200m obstacle event,Bronze
Paris,1900,Aquatics,Swimming,"LANE, Frederick C.V.",Men,200m obstacle event,Gold
Paris,1900,Aquatics,Swimming,"WAHLE, Otto",Men,200m obstacle event,Silver
Paris,1900,Aquatics,Swimming,HOUBEN,Men,200m team swimming,Bronze
Paris,1900,Aquatics,Swimming,"LEUILLIEUX, Jean",Men,200m team swimming,Bronze
Paris,1900,Aquatics,Swimming,"MARTIN, Louis",Men,200m team swimming,Bronze
Paris,1900,Aquatics,Swimming,"MERCHEZ, Désiré",Men,200m team swimming,Bronze
Paris,1900,Aquatics,Swimming,TARTARA,Men,200m team swimming,Bronze
Paris,1900,Aquatics,Swimming,"FREY, Julius",Men,200m team swimming,Gold
Paris,1900,Aquatics,Swimming,"HAINLE, Max",Men,200m team swimming,Gold
Paris,1900,Aquatics,Swimming,"HOPPENBERG, Ernst",Men,200m team swimming,Gold
Paris,1900,Aquatics,Swimming,"SCHÖNE, Max",Men,200m team swimming,Gold
Paris,1900,Aquatics,Swimming,"VON PETERSDORFF, Herbert",Men,200m team swimming,Gold
Paris,1900,Aquatics,Swimming,BERTRAND,Men,200m team swimming,Silver
Paris,1900,Aquatics,Swimming,CADET,Men,200m team swimming,Silver
Paris,1900,Aquatics,Swimming,"HOCHEPIED, Maurice",Men,200m team swimming,Silver
Paris,1900,Aquatics,Swimming,"HOCHEPIED, Victor",Men,200m team swimming,Silver
Paris,1900,Aquatics,Swimming,VERBECKE,Men,200m team swimming,Silver
Paris,1900,Aquatics,Swimming,"MARTIN, Louis",Men,4000m freestyle,Bronze
Paris,1900,Aquatics,Swimming,"JARVIS, John Arthur",Men,4000m freestyle,Gold
Paris,1900,Aquatics,Swimming,"HALMAY, Zoltan",Men,4000m freestyle,Silver
Paris,1900,Aquatics,Swimming,"LYKKEBERG, Peder",Men,underwater swimming,Bronze
Paris,1900,Aquatics,Swimming,"DE VENDEVILLE, Charles",Men,underwater swimming,Gold
Paris,1900,Aquatics,Swimming,"SIX, André",Men,underwater swimming,Silver
Paris,1900,Aquatics,Water polo,"BURGESS, Thomas",Men,water polo,Bronze
Paris,1900,Aquatics,Water polo,COULON,Men,water polo,Bronze
Paris,1900,Aquatics,Water polo,"DECUYPER, Alphonse",Men,water polo,Bronze
Paris,1900,Aquatics,Water polo,DEVENOT,Men,water polo,Bronze
Paris,1900,Aquatics,Water polo,FARDELLE,Men,water polo,Bronze
Paris,1900,Aquatics,Water polo,FAVIER,Men,water polo,Bronze
Paris,1900,Aquatics,Water polo,"LAUFRAY, Louis",Men,water polo,Bronze
Paris,1900,Aquatics,Water polo,LERICHE,Men,water polo,Bronze
Paris,1900,Aquatics,Water polo,"MARTIN, Louis",Men,water polo,Bronze
Paris,1900,Aquatics,Water polo,"MERCHEZ, Désiré",Men,water polo,Bronze
Paris,1900,Aquatics,Water polo,"PESLIER, Henri",Men,water polo,Bronze
Paris,1900,Aquatics,Water polo,PESLOY,Men,water polo,Bronze
Paris,1900,Aquatics,Water polo,"TREFFEL, Charles",Men,water polo,Bronze
Paris,1900,Aquatics,Water polo,"VASSEUR, Paul",Men,water polo,Bronze
Paris,1900,Aquatics,Water polo,"COE, Thomas",Men,water polo,Gold
Paris,1900,Aquatics,Water polo,"DERBYSHIRE, John Henry",Men,water polo,Gold
Paris,1900,Aquatics,Water polo,"KEMP, Peter",Men,water polo,Gold
Paris,1900,Aquatics,Water polo,"LISTER, William",Men,water polo,Gold
Paris,1900,Aquatics,Water polo,"ROBERTSON, Arthur",Men,water polo,Gold
Paris,1900,Aquatics,Water polo,"ROBINSON, Eric",Men,water polo,Gold
Paris,1900,Aquatics,Water polo,"WILKINSON, George",Men,water polo,Gold
Paris,1900,Aquatics,Water polo,"COHEN, Henri",Men,water polo,Silver
Paris,1900,Aquatics,Water polo,"DE BACKER, Jean",Men,water polo,Silver
Paris,1900,Aquatics,Water polo,"DE BEHR, Victor",Men,water polo,Silver
Paris,1900,Aquatics,Water polo,"FEYAERTS, Fernand",Men,water polo,Silver
Paris,1900,Aquatics,Water polo,"GREGOIRE, Oscar",Men,water polo,Silver
Paris,1900,Aquatics,Water polo,"MICHANT, Albert",Men,water polo,Silver
Paris,1900,Aquatics,Water polo,"SONNEMANS, Victor",Men,water polo,Silver
Paris,1900,Archery,Archery,"PETIT, Charles Frédéric",Men,"au chapelet, 33m",Bronze
Paris,1900,Archery,Archery,"VAN INNIS, Hubert",Men,"au chapelet, 33m",Gold
Paris,1900,Archery,Archery,"THIBAUD, Victor",Men,"au chapelet, 33m",Silver
Paris,1900,Archery,Archery,"MERCIER, Emile",Men,"au chapelet, 50m",Bronze
Paris,1900,Archery,Archery,"MOUGIN, Eugène",Men,"au chapelet, 50m",Gold
Paris,1900,Archery,Archery,"HELLE, Henri",Men,"au chapelet, 50m",Silver
Paris,1900,Archery,Archery,"PETIT, Charles Frédéric",Men,"au cordon doré, 33m",Bronze
Paris,1900,Archery,Archery,"VAN INNIS, Hubert",Men,"au cordon doré, 33m",Gold
Paris,1900,Archery,Archery,"THIBAUD, Victor",Men,"au cordon doré, 33m",Silver
Paris,1900,Archery,Archery,"FISSEUX, Emile",Men,"au cordon doré, 50m",Bronze
Paris,1900,Archery,Archery,"HEROUIN, Henri",Men,"au cordon doré, 50m",Gold
Paris,1900,Archery,Archery,"VAN INNIS, Hubert",Men,"au cordon doré, 50m",Silver
Paris,1900,Archery,Archery,"FOULON, Emmanuel",Men,sur la perche à la herse,Gold
Paris,1900,Archery,Archery,"DRUART, Jr.",Men,sur la perche à la herse,Silver
Paris,1900,Archery,Archery,"SERRURIER, Auguste",Men,sur la perche à la herse,Silver
Paris,1900,Archery,Archery,"GLINEUX, Louis",Men,sur la perche à la pyramide,Bronze
Paris,1900,Archery,Archery,"GRUMIAUX, Emile",Men,sur la perche à la pyramide,Gold
Paris,1900,Archery,Archery,"SERRURIER, Auguste",Men,sur la perche à la pyramide,Silver
Paris,1900,Athletics,Athletics,"ROWLEY, Stanley",Men,100m,Bronze
Paris,1900,Athletics,Athletics,"JARVIS, Francis",Men,100m,Gold
Paris,1900,Athletics,Athletics,"TEWKSBURY, Walter B. John",Men,100m,Silver
Paris,1900,Athletics,Athletics,"MOLONEY, Frederick",Men,110m hurdles,Bronze
Paris,1900,Athletics,Athletics,"KRAENZLEIN, Alvin",Men,110m hurdles,Gold
Paris,1900,Athletics,Athletics,"MCLEAN, John",Men,110m hurdles,Silver
Paris,1900,Athletics,Athletics,"BRAY, John",Men,1500m,Bronze
Paris,1900,Athletics,Athletics,"BENNETT, Charles",Men,1500m,Gold
Paris,1900,Athletics,Athletics,"DELOGE, Henri",Men,1500m,Silver
Paris,1900,Athletics,Athletics,"ROWLEY, Stanley",Men,200m,Bronze
Paris,1900,Athletics,Athletics,"TEWKSBURY, Walter B. John",Men,200m,Gold
Paris,1900,Athletics,Athletics,"PRITCHARD, Norman",Men,200m,Silver
Paris,1900,Athletics,Athletics,"TEWKSBURY, Walter B. John",Men,200m hurdles,Bronze
Paris,1900,Athletics,Athletics,"KRAENZLEIN, Alvin",Men,200m hurdles,Gold
Paris,1900,Athletics,Athletics,"PRITCHARD, Norman",Men,200m hurdles,Silver
Paris,1900,Athletics,Athletics,"CHASTANIE, Jacques",Men,3000m steeplechase,Bronze
Paris,1900,Athletics,Athletics,"ORTON, George",Men,3000m steeplechase,Gold
Paris,1900,Athletics,Athletics,"ROBINSON, Sidney",Men,3000m steeplechase,Silver
Paris,1900,Athletics,Athletics,"ROBINSON, Sidney",Men,4000m steeplechase,Bronze
Paris,1900,Athletics,Athletics,"RIMMER, John",Men,4000m steeplechase,Gold
Paris,1900,Athletics,Athletics,"BENNETT, Charles",Men,4000m steeplechase,Silver
Paris,1900,Athletics,Athletics,"SCHULTZ, Ernst",Men,400m,Bronze
Paris,1900,Athletics,Athletics,"LONG, Maxwell W.Maxey",Men,400m,Gold
Paris,1900,Athletics,Athletics,"HOLLAND, William",Men,400m,Silver
Paris,1900,Athletics,Athletics,"ORTON, George",Men,400m hurdles,Bronze
Paris,1900,Athletics,Athletics,"TEWKSBURY, Walter B. John",Men,400m hurdles,Gold
Paris,1900,Athletics,Athletics,"TAUZIN, Henri",Men,400m hurdles,Silver
Paris,1900,Athletics,Athletics,"BENNETT, Charles",Men,5000m team,Gold
Paris,1900,Athletics,Athletics,"RIMMER, John",Men,5000m team,Gold
Paris,1900,Athletics,Athletics,"ROBINSON, Sidney",Men,5000m team,Gold
Paris,1900,Athletics,Athletics,"ROWLEY, Stanley",Men,5000m team,Gold
Paris,1900,Athletics,Athletics,"TYSOE, Alfred",Men,5000m team,Gold
Paris,1900,Athletics,Athletics,"CASTANET, André",Men,5000m team,Silver
Paris,1900,Athletics,Athletics,"CHAMPOUDRY, Michel",Men,5000m team,Silver
Paris,1900,Athletics,Athletics,"CHASTANIE, Jacques",Men,5000m team,Silver
Paris,1900,Athletics,Athletics,"DELOGE, Henri",Men,5000m team,Silver
Paris,1900,Athletics,Athletics,"RAGUENEAU, Gaston",Men,5000m team,Silver
Paris,1900,Athletics,Athletics,"ROWLEY, Stanley",Men,60m,Bronze
Paris,1900,Athletics,Athletics,"KRAENZLEIN, Alvin",Men,60m,Gold
Paris,1900,Athletics,Athletics,"TEWKSBURY, Walter B. John",Men,60m,Silver
Paris,1900,Athletics,Athletics,"HALL, David",Men,800m,Bronze
Paris,1900,Athletics,Athletics,"TYSOE, Alfred",Men,800m,Gold
Paris,1900,Athletics,Athletics,"CREGAN, John",Men,800m,Silver
Paris,1900,Athletics,Athletics,"SHELDON, Richard",Men,discus throw,Bronze
Paris,1900,Athletics,Athletics,"BAUER, Rudolf",Men,discus throw,Gold
Paris,1900,Athletics,Athletics,"JANDA, Frantisek",Men,discus throw,Silver
Paris,1900,Athletics,Athletics,"MCCRACKEN, Josiah",Men,hammer throw,Bronze
Paris,1900,Athletics,Athletics,"FLANAGAN, John Jesus",Men,hammer throw,Gold
Paris,1900,Athletics,Athletics,"HARE, Thomas Truxton",Men,hammer throw,Silver
Paris,1900,Athletics,Athletics,"GÖNCZY, Lajos",Men,high jump,Bronze
Paris,1900,Athletics,Athletics,"BAXTER, Irving",Men,high jump,Gold
Paris,1900,Athletics,Athletics,"LEAHY, Patrick Joseph",Men,high jump,Silver
Paris,1900,Athletics,Athletics,"SHELDON, Lewis Pendleton",Men,"high jump, standing",Bronze
Paris,1900,Athletics,Athletics,"EWRY, Ray",Men,"high jump, standing",Gold
Paris,1900,Athletics,Athletics,"BAXTER, Irving",Men,"high jump, standing",Silver
Paris,1900,Athletics,Athletics,"LEAHY, Patrick Joseph",Men,long jump,Bronze
Paris,1900,Athletics,Athletics,"KRAENZLEIN, Alvin",Men,long jump,Gold
Paris,1900,Athletics,Athletics,"PRINSTEIN, Meyer",Men,long jump,Silver
Paris,1900,Athletics,Athletics,"TORCHEBOEUF, Emile",Men,"long jump, standing",Bronze
Paris,1900,Athletics,Athletics,"EWRY, Ray",Men,"long jump, standing",Gold
Paris,1900,Athletics,Athletics,"BAXTER, Irving",Men,"long jump, standing",Silver
Paris,1900,Athletics,Athletics,"FAST, Ernst",Men,marathon,Bronze
Paris,1900,Athletics,Athletics,"THEATO, Michel",Men,marathon,Gold
Paris,1900,Athletics,Athletics,"CHAMPION, Emile",Men,marathon,Silver
Paris,1900,Athletics,Athletics,"ANDERSEN, Carl Albert",Men,pole vault,Bronze
Paris,1900,Athletics,Athletics,"BAXTER, Irving",Men,pole vault,Gold
Paris,1900,Athletics,Athletics,"COLKETT, Meredith Bright",Men,pole vault,Silver
Paris,1900,Athletics,Athletics,"GARRETT, Robert",Men,shot put,Bronze
Paris,1900,Athletics,Athletics,"SHELDON, Richard",Men,shot put,Gold
Paris,1900,Athletics,Athletics,"MCCRACKEN, Josiah",Men,shot put,Silver
Paris,1900,Athletics,Athletics,"SHELDON, Lewis Pendleton",Men,triple jump,Bronze
Paris,1900,Athletics,Athletics,"PRINSTEIN, Meyer",Men,triple jump,Gold
Paris,1900,Athletics,Athletics,"CONNOLLY, James",Men,triple jump,Silver
Paris,1900,Athletics,Athletics,"GARRETT, Robert",Men,"triple jump, standing",Bronze
Paris,1900,Athletics,Athletics,"EWRY, Ray",Men,"triple jump, standing",Gold
Paris,1900,Athletics,Athletics,"BAXTER, Irving",Men,"triple jump, standing",Silver
Paris,1900,Basque Pelota,Basque Pelota,"De AMEZOLA y ASPIZUA, José",Men,cesta punta,Gold
Paris,1900,Basque Pelota,Basque Pelota,"VILLOTA BAQUIOLA, Francisco",Men,cesta punta,Gold
Paris,1900,Basque Pelota,Basque Pelota,"DURQUETTY, Maurice",Men,cesta punta,Silver
Paris,1900,Basque Pelota,Basque Pelota,ETCHEGARAY,Men,cesta punta,Silver
Paris,1900,Cricket,Cricket,"BEACHCROFT, Charles",Men,cricket,Gold
